0,square,500,contamined,0.3,0,1.0,0.14461594573942238
1,l1,500,contamined,0.3,0,1.0,0.015678476369098786
2,square,500,contamined,0.25,0,1.0,0.11725152696630096
3,l1,500,contamined,0.25,0,1.0,0.01812972038625553
4,square,500,contamined,0.2,0,1.0,0.09585503012674017
5,l1,500,contamined,0.2,0,1.0,0.01636199265081549
6,square,500,contamined,0.15,0,1.0,0.07121329216603406
7,l1,500,contamined,0.15,0,1.0,0.013619974018789517
8,square,500,contamined,0.1,0,1.0,0.047106968258296654
9,l1,500,contamined,0.1,0,1.0,0.01798834973540724
10,square,500,normal,0.3,0,1.0,0.017918243661595244
11,l1,500,normal,0.3,0,1.0,0.019953195658281884
12,square,500,normal,0.25,0,1.0,0.015805134394265997
13,l1,500,normal,0.25,0,1.0,0.01474457183669521
14,square,500,normal,0.2,0,1.0,0.011273197969083612
15,l1,500,normal,0.2,0,1.0,0.014774627752873989
16,square,500,normal,0.15,0,1.0,0.009089865692118974
17,l1,500,normal,0.15,0,1.0,0.012945152165850054
18,square,500,normal,0.1,0,1.0,0.05638077915544227
19,l1,500,normal,0.1,0,1.0,0.007265117391720794
20,square,500,t1,0.3,0,1.0,0.1738322330971185
21,l1,500,t1,0.3,0,1.0,0.032483231971537754
22,square,500,t1,0.25,0,1.0,0.14697074142588307
23,l1,500,t1,0.25,0,1.0,0.030996234704838654
24,square,500,t1,0.2,0,1.0,0.13332465882167244
25,l1,500,t1,0.2,0,1.0,0.031041287350030315
26,square,500,t1,0.15,0,1.0,0.08796369136440707
27,l1,500,t1,0.15,0,1.0,0.030645667442294713
28,square,500,t1,0.1,0,1.0,0.058769436472095926
29,l1,500,t1,0.1,0,1.0,0.025731287274104214
30,square,500,outlinear,0,150,1.0,2.1356595162635137
31,l1,500,outlinear,0,150,1.0,0.005875697090707849
32,square,500,outlinear,0,125,1.0,1.9788293678707258
33,l1,500,outlinear,0,125,1.0,0.04967589930365417
34,square,500,outlinear,0,100,1.0,1.6023106104368992
35,l1,500,outlinear,0,100,1.0,0.011654896849134885
36,square,500,outlinear,0,75,1.0,1.464285565278106
37,l1,500,outlinear,0,75,1.0,0.006157177414991343
38,square,500,outlinear,0,50,1.0,1.0905206629412132
39,l1,500,outlinear,0,50,1.0,0.014313767197493794
40,square,500,outlinear,0.3,150,1.0,2.1360632198566996
41,l1,500,outlinear,0.3,150,1.0,0.09004711285808405
42,square,500,outlinear,0.25,125,1.0,1.977815668840915
43,l1,500,outlinear,0.25,125,1.0,0.06298194034815591
44,square,500,outlinear,0.2,100,1.0,1.5992336849719355
45,l1,500,outlinear,0.2,100,1.0,0.040774367254080665
46,square,500,outlinear,0.15,75,1.0,1.457245930612569
47,l1,500,outlinear,0.15,75,1.0,0.03022909355630271
48,square,500,outlinear,0.1,50,1.0,1.0873614463361037
49,l1,500,outlinear,0.1,50,1.0,0.02775236855588201
