0,square,400,normal,0.2,0,0,0.6150181777514376
1,l1,400,normal,0.2,0,0,0.48792239546620536
2,square,400,normal,0.2,0,0.0001,0.45723839288769386
3,l1,400,normal,0.2,0,0.0001,0.20281726106812498
4,square,400,normal,0.2,0,0.001,0.16239268985963304
5,l1,400,normal,0.2,0,0.001,0.3899944087110608
6,square,400,normal,0.2,0,0.01,0.010390856029428306
7,l1,400,normal,0.2,0,0.01,0.0488977876750217
8,square,400,normal,0.2,0,0.1,0.02692306056406742
9,l1,400,normal,0.2,0,0.1,0.0191217485888927
10,square,400,normal,0.2,0,1.0,0.03463555905595601
11,l1,400,normal,0.2,0,1.0,0.03402375273211024
12,square,400,normal,0.2,0,10.0,0.039436788574297554
13,l1,400,normal,0.2,0,10.0,0.0392448577736363
14,square,400,normal,0.2,0,100.0,0.08403515275623734
15,l1,400,normal,0.2,0,100.0,0.058093181167662176
16,square,400,normal,0.2,0,1000.0,2.860716647419023
17,l1,400,normal,0.2,0,1000.0,6.387481330124833
18,square,400,outlinear,0,80,0,1.7102317151317339
19,l1,400,outlinear,0,80,0,0.5546937253835805
20,square,400,outlinear,0,80,0.0001,1.2446871140169096
21,l1,400,outlinear,0,80,0.0001,0.4245702384431924
22,square,400,outlinear,0,80,0.001,2.624507987952604
23,l1,400,outlinear,0,80,0.001,0.3507101872911499
24,square,400,outlinear,0,80,0.01,1.9471657381071796
25,l1,400,outlinear,0,80,0.01,0.4363318483124672
26,square,400,outlinear,0,80,0.1,1.1814278060397598
27,l1,400,outlinear,0,80,0.1,0.14022156717686587
28,square,400,outlinear,0,80,1.0,1.4075750036811547
29,l1,400,outlinear,0,80,1.0,0.13143599991172256
30,square,400,outlinear,0,80,10.0,1.3963718757096986
31,l1,400,outlinear,0,80,10.0,0.006319091678431772
32,square,400,outlinear,0,80,100.0,1.3613062890798076
33,l1,400,outlinear,0,80,100.0,1.1383059539716929
34,square,400,outlinear,0,80,1000.0,1.9693935308806625
35,l1,400,outlinear,0,80,1000.0,5.909565326367366
36,square,400,outlinear,0.1,40,0,3.1934936715946227
37,l1,400,outlinear,0.1,40,0,0.46985315816907236
38,square,400,outlinear,0.1,40,0.0001,1.7028528284434086
39,l1,400,outlinear,0.1,40,0.0001,0.4814807399985615
40,square,400,outlinear,0.1,40,0.001,1.8781143611368256
41,l1,400,outlinear,0.1,40,0.001,0.5345773818703491
42,square,400,outlinear,0.1,40,0.01,0.6011859462291494
43,l1,400,outlinear,0.1,40,0.01,0.03760846369194681
44,square,400,outlinear,0.1,40,0.1,0.6049223127926578
45,l1,400,outlinear,0.1,40,0.1,0.012719932064763934
46,square,400,outlinear,0.1,40,1.0,0.697565560566246
47,l1,400,outlinear,0.1,40,1.0,0.01461146723627623
48,square,400,outlinear,0.1,40,10.0,0.7130734423323003
49,l1,400,outlinear,0.1,40,10.0,0.023046755813054622
50,square,400,outlinear,0.1,40,100.0,0.7048378994320917
51,l1,400,outlinear,0.1,40,100.0,0.025523296010595883
52,square,400,outlinear,0.1,40,1000.0,1.7186199334143024
53,l1,400,outlinear,0.1,40,1000.0,4.020741192963639
54,square,400,none,0.0,0,0,0.49462668337097415
55,l1,400,none,0.0,0,0,0.3728856558092825
56,square,400,none,0.0,0,0.0001,0.4284545757040894
57,l1,400,none,0.0,0,0.0001,0.3765500428609659
58,square,400,none,0.0,0,0.001,0.4227711741692009
59,l1,400,none,0.0,0,0.001,0.6001807561666067
60,square,400,none,0.0,0,0.01,0.005984573820864401
61,l1,400,none,0.0,0,0.01,0.37131702153864465
62,square,400,none,0.0,0,0.1,0.0009647037046546983
63,l1,400,none,0.0,0,0.1,0.2614312379860222
64,square,400,none,0.0,0,1.0,0.009895326490919051
65,l1,400,none,0.0,0,1.0,0.014058846490457267
66,square,400,none,0.0,0,10.0,0.010384703135340444
67,l1,400,none,0.0,0,10.0,0.003891162284281883
68,square,400,none,0.0,0,100.0,0.7051765715018121
69,l1,400,none,0.0,0,100.0,0.007462884700786447
70,square,400,none,0.0,0,1000.0,1.5792295702833135
71,l1,400,none,0.0,0,1000.0,5.600109382321609
